time,level,y,x,air,shum,omega,hgt,uwnd,vwnd
1837368.0,775.0,4090338.0,4674670.5,284.41113,0.006559026,-0.021985054,2316.32,2.8188782,2.599289
1808784.0,950.0,4090338.0,5161615.0,292.20074,0.0052261506,-0.007989883,491.20874,9.118164,1.6074524
1889568.0,925.0,4220190.0,5713486.0,302.95923,0.0055123176,-0.011306763,762.02026,3.5457458,2.3954773
1863600.0,775.0,3311226.0,4577281.5,293.50195,0.00461,0.0930748,2361.1035,1.9785156,1.3374176
1854768.0,825.0,4642209.0,4350040.5,284.33813,0.0043907287,0.16536522,1761.8745,0.6561737,-0.6301727
1908000.0,725.0,3700782.0,4999300.0,289.51514,0.0051796054,-0.02908039,2894.6472,6.626175,1.7599792
1946184.0,550.0,2856744.0,5421319.0,265.16705,0.000667,-0.1514349,4975.7305,10.48468,-2.396408
1856136.0,450.0,2694429.0,4739596.5,256.3546,0.000592,0.01350975,6646.793,0.19991493,7.849716
1784736.0,275.0,4382505.0,5064226.0,227.42712,5.094033e-05,-0.16728783,10141.984,13.181366,17.43486
1776696.0,875.0,4252653.0,4350040.5,279.5603,0.005337434,-0.08424473,1253.8486,4.5870056,1.6402588
1836864.0,500.0,3343689.0,5551171.0,266.03284,0.003418,-0.37339306,5953.172,10.512863,-0.9427948
1881240.0,150.0,4382505.0,4674670.5,215.26004,3.385481e-05,0.033470154,14096.859,-0.73387146,16.050598
1899312.0,175.0,4122801.0,6135505.0,211.60835,2.4806148e-05,-0.017204285,13123.039,18.543274,15.532928
1959936.0,350.0,4122801.0,5616097.0,248.16264,0.00101,-0.10286331,8573.398,1.2365112,4.069565
1917840.0,150.0,3863097.0,5291467.0,221.19295,6.6302396e-06,0.019633174,13688.191,13.492844,-7.404709
1855824.0,750.0,4090338.0,5096689.0,279.1968,0.00269,-0.105997086,2540.499,6.422653,-1.7154846
1795224.0,750.0,4252653.0,4836985.5,268.89633,0.00331,0.030813217,2388.4434,8.828079,7.7208405
1783776.0,750.0,2661966.0,4901911.5,291.92554,0.0038575898,0.278162,2608.2783,2.3050995,-1.8544312
1933800.0,875.0,4155264.0,5648560.0,294.45923,0.005175989,-0.18728924,1272.7332,1.7749023,-3.3048248
1907112.0,800.0,3765708.0,4544818.5,299.11035,0.00398,-0.03884983,2011.9243,-0.6987915,-2.1256256
1927152.0,925.0,3700782.0,5226541.0,285.67258,0.0034038664,-0.11350155,843.0554,3.3186188,-0.6939087
1819536.0,150.0,4187727.0,5129152.0,211.06917,2.3447334e-05,0.011556745,14167.508,20.05896,4.2300415
1961112.0,300.0,2986596.0,4901911.5,236.61717,6.2e-05,-0.048529625,9536.719,37.79361,16.809387
1891056.0,350.0,3992949.0,4772059.5,243.24983,0.000546,0.035398483,8489.16,20.10936,12.318588
1810776.0,400.0,4447431.0,4674670.5,251.76001,0.001064,-0.08287525,7467.043,13.62912,14.1987
1812480.0,850.0,3570930.0,4350040.5,286.28046,0.00399,0.5034075,1527.8862,0.41584778,-4.2818756
1802256.0,925.0,3960486.0,5096689.0,305.28442,0.008608614,-0.027665138,730.56836,4.613861,2.1572723
1934976.0,850.0,4155264.0,4544818.5,284.6242,0.0048002843,0.060420036,1619.0225,-1.3502808,1.3450165
1784544.0,400.0,3051522.0,4609744.5,255.08772,0.000464,-0.0068511963,7596.4023,-7.5894012,13.877106
1949784.0,125.0,3408615.0,5681023.0,205.22691,1.1410001e-05,-0.040160596,15159.922,23.711613,0.31924438
1784208.0,150.0,4544820.0,5129152.0,217.22148,9.567283e-06,-0.11985469,14201.957,31.648483,6.4957886
1917312.0,150.0,4544820.0,5161615.0,216.19885,1.9685784e-05,0.034427404,13740.805,25.86406,6.210663
1829280.0,650.0,4057875.0,5421319.0,268.71808,0.003915,-0.12469578,3702.9792,9.667435,0.1855011
1853760.0,350.0,3083985.0,5713486.0,246.01462,0.000282,0.0890913,8595.883,13.723846,-8.895325
1947720.0,975.0,4155264.0,5291467.0,287.38293,0.004442248,0.09018135,303.9922,6.257324,5.8443604
1890624.0,250.0,4122801.0,4869448.5,221.5452,5.5203673e-05,0.10465336,10567.8125,31.321808,3.497818
1820160.0,875.0,4220190.0,5064226.0,291.35376,0.005921063,-0.022867203,1220.8909,3.5214386,-2.9087982
1775472.0,550.0,2824281.0,5031763.0,269.96124,0.0023228056,0.024541855,5147.078,2.4443817,-0.6917572
1777320.0,725.0,3343689.0,4544818.5,281.65402,0.00169,0.05327034,2837.7964,2.2155304,-2.8372803
1792800.0,700.0,4155264.0,4350040.5,274.89227,0.001660158,-0.05556774,3060.2935,9.060577,5.472128
1864872.0,725.0,3830634.0,4836985.5,284.6057,0.00226,-0.16015434,2856.6416,6.073884,-0.6352844
1802304.0,1000.0,2824281.0,5096689.0,305.9851,0.01725351,-0.027082443,94.14343,4.7102966,-1.1000671
1896360.0,200.0,3181374.0,5453782.0,219.5926,4.13e-05,-0.016461372,11967.305,24.975327,2.7458801
1912536.0,1000.0,2856744.0,6265357.0,288.4406,0.0018685898,0.05050558,162.8111,0.374588,3.3067932
1783848.0,975.0,4220190.0,5323930.0,302.10083,0.0074531715,-0.18162149,259.93066,10.6987915,-0.41331482
1829904.0,450.0,4252653.0,4804522.5,253.60565,0.0011954941,-0.15277481,6480.09,2.60141,20.6566
1800792.0,775.0,2856744.0,5096689.0,286.77808,0.00322,-0.31552887,2265.7014,2.9587708,6.032364
1863816.0,750.0,3603393.0,4447429.5,292.22803,0.00624,-0.053362846,2593.6216,5.01709,3.410843
1803816.0,800.0,4057875.0,4285114.5,276.7498,0.00152,0.29808998,2021.4976,-2.461563,1.0445251
1943448.0,175.0,4090338.0,4999300.0,215.61026,3.549296e-05,0.06706715,12987.781,46.437607,3.2470856
1819728.0,775.0,4122801.0,4966837.0,287.64258,0.003939147,0.35537815,2265.406,3.4411469,6.214035
1959288.0,125.0,4285116.0,4966837.0,217.4055,9.020063e-06,-0.03902346,15179.113,21.666,-2.9669037
1847136.0,600.0,3765708.0,5031763.0,268.96954,0.000623,-0.013031006,4316.7627,12.518723,2.3842468
1934352.0,600.0,3895560.0,4544818.5,278.36465,0.002564,0.013895035,4484.801,0.31596375,-4.711609
1803168.0,100.0,3830634.0,4901911.5,212.65968,5.8992628e-06,0.002696216,16455.781,17.128805,-2.1932068
1865376.0,925.0,4220190.0,4479892.5,284.22876,0.008005729,0.026079178,729.47095,8.790955,4.901764
1778064.0,500.0,4057875.0,4544818.5,254.31357,0.000457,0.12066078,5677.6445,6.5014496,-1.9535217
1775304.0,250.0,3992949.0,4674670.5,228.51006,7.6564866e-05,0.09590435,11024.395,0.8530426,8.656998
1870848.0,250.0,4155264.0,4901911.5,223.69139,6.83e-05,0.1268549,10708.203,15.907135,-14.584976
1890360.0,400.0,4187727.0,4869448.5,251.04886,0.00047001938,-0.02746296,7567.383,9.545242,11.109497
1895424.0,550.0,4285116.0,4901911.5,250.47346,0.000569,-0.11852169,4800.828,13.465469,-8.205627
1952256.0,200.0,4317579.0,4934374.5,216.90547,4.2411088e-05,-0.015460968,11891.25,11.206467,5.600296
1820904.0,800.0,2889207.0,5713486.0,292.48822,0.007491497,0.0038499832,2006.9573,5.856262,6.403137
1885584.0,700.0,3019059.0,4934374.5,277.9195,0.001921,-0.042817116,3125.7134,8.95517,0.988327
1939344.0,175.0,4350042.0,5356393.0,206.0066,9.920001e-06,-0.085953474,12571.602,47.386185,4.1038513
1855920.0,550.0,3506004.0,5843338.0,261.55334,0.002161,0.08872604,5057.6875,17.004333,-6.061554
1899936.0,925.0,4285116.0,4934374.5,299.16943,0.00637764,-0.025414467,785.7197,-2.2518768,2.5556335
1869048.0,775.0,4122801.0,4772059.5,264.40143,0.0017411968,-0.4486971,2211.464,11.385117,-1.8464661
1942992.0,350.0,4187727.0,4447429.5,244.63405,0.000198,0.27165794,8485.047,21.671173,-22.069107
1881312.0,150.0,4447431.0,4642207.5,221.58655,1.9630395e-05,0.044763565,14037.336,-2.3888702,0.4058838
1935000.0,775.0,4414968.0,4707133.5,285.4239,0.0037154704,0.20859623,2378.918,2.0474548,-3.511322
1908552.0,975.0,3506004.0,5551171.0,297.16943,0.005918021,0.048065186,265.66556,0.92414856,9.706833
1803144.0,500.0,4057875.0,4285114.5,262.04688,0.000583,0.24999332,5782.824,-0.62771606,-4.248413
1960320.0,150.0,4350042.0,4479892.5,217.994,2.3153696e-05,0.026423454,14024.637,18.596237,15.623184
1846944.0,600.0,3992949.0,4317577.5,269.92413,0.000942,0.013293266,4365.1104,2.8759918,4.4715424
1827768.0,275.0,4220190.0,5031763.0,230.31726,9.8818e-05,0.060512543,10117.684,22.073792,9.354294
1811904.0,100.0,4187727.0,4901911.5,217.33391,7.690001e-06,0.03009373,16432.375,17.47822,4.8694153
1909152.0,700.0,2986596.0,5129152.0,282.72818,0.00357,-0.32808018,3175.2996,1.1826172,-2.5015564
1961784.0,275.0,3181374.0,4544818.5,232.35497,9.966678e-05,0.005672455,10231.25,-26.953537,25.901733
1811928.0,100.0,4285116.0,4934374.5,220.48434,1.1895195e-06,0.008179724,16327.953,11.138886,10.597122
1940880.0,175.0,3992949.0,5583634.0,214.54279,3.2880354e-05,0.015327454,12934.512,5.525833,-23.771133
1786464.0,100.0,3798171.0,5129152.0,205.41899,8.685981e-06,-0.016922235,16505.516,14.993947,4.3623505
1853928.0,750.0,4057875.0,5323930.0,285.95703,0.0051,-0.18719196,2557.056,5.860901,1.4980774
1828968.0,300.0,4252653.0,4707133.5,238.05823,0.000352,-0.17643452,9599.395,20.13124,22.547943
1809288.0,650.0,3668319.0,4739596.5,261.8711,0.001927,-0.2802925,3554.318,10.68515,-2.2985382
1866096.0,925.0,3928023.0,4350040.5,280.29938,0.0047075627,0.021328926,749.80786,1.391037,11.923477
1861776.0,875.0,3051522.0,5551171.0,303.2771,0.0013218123,-0.09226322,1169.0112,8.00177,-0.6319885
1811712.0,400.0,4317579.0,4836985.5,248.40228,0.000315,0.0076913834,7549.2617,5.833679,1.8638153
1847808.0,100.0,3765708.0,5129152.0,210.09471,3.2256619e-06,0.0067662597,16321.379,5.7624407,-8.786133
1951224.0,400.0,4025412.0,4479892.5,253.31987,0.000952,0.03150654,7529.2344,14.452789,4.2761536
1914312.0,800.0,4057875.0,4934374.5,285.25012,0.0058,-0.021051407,1965.679,-0.04940796,0.7820282
1906920.0,250.0,3960486.0,5453782.0,233.28401,8.3065475e-05,-0.059001923,10941.328,18.955688,11.239105
1880856.0,100.0,3863097.0,4382503.5,210.86879,1.0490401e-05,0.05935359,16669.09,3.1824083,11.271745
1899408.0,925.0,4025412.0,4934374.5,291.1184,0.006255927,-0.019343376,765.43823,4.688553,5.617096
1859808.0,125.0,4220190.0,4836985.5,220.29582,3.1100654e-07,-0.015407622,14487.867,15.065011,-22.317688
1909416.0,1000.0,4252653.0,4382503.5,293.68707,0.007745079,0.072006285,114.14256,-0.536026,0.3624878
1795800.0,875.0,4544820.0,4544818.5,279.50494,0.00388,-0.032035828,1270.3423,-0.31419373,-0.75027466
1838088.0,900.0,4317579.0,4739596.5,289.18408,0.0030654182,0.11634159,1016.6338,1.3744812,1.7539215
1855920.0,725.0,3928023.0,5421319.0,282.03735,0.0039,0.020022392,2875.3452,5.6837053,-3.9225569
1890888.0,100.0,4285116.0,5810875.0,216.49754,4.4834387e-06,0.041104376,16447.094,15.659378,10.636976
1792896.0,275.0,4382505.0,4642207.5,228.361,9.98e-05,0.06489563,10097.832,25.945145,21.533691
1803480.0,1000.0,4317579.0,4869448.5,295.2644,0.004461056,0.039801598,147.52832,5.8414154,-2.628128
1845744.0,175.0,3538467.0,4544818.5,217.0504,2.4223555e-05,0.1017313,13274.07,15.6124115,10.458954
1810224.0,875.0,2921670.0,4804522.5,302.8391,0.008901182,-0.074780464,1254.4868,-0.594574,6.1340914
1827432.0,550.0,3798171.0,4382503.5,264.93686,0.002523,-0.013230324,5069.7617,15.505386,25.847275
1810368.0,1000.0,4414968.0,4414966.5,290.5664,0.009402419,-0.006002426,92.9225,4.728897,1.4117746
1961424.0,750.0,4220190.0,4739596.5,278.6211,0.0043699997,0.20480347,2610.346,0.85331726,-8.733627
1785672.0,875.0,4317579.0,4966837.0,280.0747,0.0043058465,-0.12472725,1208.2617,5.479706,2.9753418
1951680.0,600.0,3051522.0,6167968.0,273.90906,0.0010915037,-0.026190758,4450.5596,-5.1051636,-7.0645294
1925064.0,775.0,2954133.0,5194078.0,293.95654,0.0066228947,-0.025408745,2326.9353,4.656662,1.7151031
1890600.0,900.0,4479894.0,5031763.0,282.20898,0.0055924407,-0.11520672,1011.1675,4.8176727,1.1170807
1838376.0,275.0,2889207.0,6070579.0,229.82921,8.590396e-05,0.0324955,10164.391,17.767807,-4.743698
1941696.0,725.0,2661966.0,5323930.0,287.88184,0.01088,-0.0858717,2900.3706,4.488785,-2.2263641
1959144.0,225.0,3895560.0,4414966.5,222.84981,7.700001e-05,0.040566444,11587.949,20.296112,-0.0647583
1890816.0,275.0,4414968.0,4512355.5,228.43898,0.0001032,-0.1169548,9772.574,24.317398,41.191406
1879512.0,900.0,3441078.0,5583634.0,300.2771,0.0074,-0.030576706,952.0083,4.9206085,3.2111053
1829520.0,250.0,3733245.0,4999300.0,223.57442,7.312073e-05,-0.07157993,10819.594,-5.207672,9.565659
1934904.0,600.0,4220190.0,4934374.5,264.40387,0.001208,0.1603384,4279.2563,13.834106,2.0468292
1829568.0,700.0,3538467.0,4252651.5,279.32886,0.00186,-0.17807484,3122.648,-2.1095276,11.653366
1803408.0,875.0,4317579.0,4804522.5,283.47046,0.00254,-0.13864136,1273.9241,3.4900665,-0.97740173
1811904.0,300.0,4317579.0,4609744.5,232.80823,0.00023,-0.58179855,9333.707,43.198547,15.065186
1828656.0,400.0,3733245.0,4707133.5,251.4245,0.000336,-0.038000107,7580.871,7.203308,4.671768
1881000.0,850.0,4317579.0,4739596.5,298.38916,0.003752103,0.06819534,1553.7034,-0.2280426,0.21909714
1808040.0,725.0,3116448.0,4999300.0,268.58954,0.003108,-0.64623547,2710.899,9.809296,7.8237457
1909296.0,350.0,4252653.0,4772059.5,244.834,0.000216,0.24163342,8566.918,21.464294,-18.505417
1890360.0,850.0,4220190.0,4350040.5,287.9402,0.002723401,0.03812027,1524.8191,2.285431,2.679428
1803936.0,925.0,2597040.0,5616097.0,297.825,0.010226973,-0.026090622,787.604,-3.8623505,2.2074738
1830072.0,850.0,3181374.0,6103042.0,294.40988,0.00549,-0.4016924,1451.3647,-2.463089,14.541931
1811952.0,225.0,2856744.0,5713486.0,224.2286,4.0500003e-05,0.1267538,11571.051,35.016815,12.393692
1952160.0,275.0,3733245.0,5908264.0,232.024,0.00018182855,0.092983246,10202.43,11.485092,0.05519104
1943400.0,800.0,3570930.0,6167968.0,291.8982,0.0067,0.38849545,2022.5596,5.1527863,-3.37706
1898472.0,300.0,3538467.0,4609744.5,239.90416,8.041359e-05,0.0651083,9746.098,4.2145844,1.5024719
1916784.0,825.0,3376152.0,6038116.0,300.38672,0.0056121107,-0.07862091,1749.3975,-2.918705,7.475525
1891704.0,850.0,3668319.0,5259004.0,287.14435,0.00675,0.07635212,1493.835,-3.4013672,-0.76223755
1890624.0,350.0,4090338.0,4934374.5,239.82414,0.000105,0.118186,8308.176,27.801437,3.1418915
1794216.0,775.0,4122801.0,4674670.5,283.74597,0.0034571125,-0.059357643,2310.3542,2.4108734,0.1448822
1850016.0,300.0,3603393.0,4382503.5,229.3745,0.0001231,-0.13591766,9364.227,23.627838,-9.319931
1775352.0,600.0,3798171.0,4350040.5,275.27405,0.005104,-0.024461746,4433.214,2.3171234,13.071838
1889568.0,975.0,3538467.0,4382503.5,303.87793,0.0040709665,0.0013853908,355.3839,-1.353653,5.829376
1803264.0,800.0,4057875.0,4382503.5,281.36215,0.00363,0.078923225,2026.4216,0.14164734,1.1973763
1912728.0,825.0,2986596.0,6005653.0,290.43994,0.00281,-0.17289162,1630.5061,12.481491,9.96698
1947264.0,350.0,3441078.0,4350040.5,232.14796,7.9e-05,-0.22963905,8025.3438,36.181427,-24.397202
1821336.0,775.0,4317579.0,5259004.0,276.57834,0.00455,0.16114235,2242.813,3.332489,3.6843262
1886520.0,500.0,4317579.0,4836985.5,254.9124,0.001158,-0.1626339,5662.6055,16.568222,-0.38917542
1934928.0,350.0,4285116.0,4869448.5,242.42307,0.000468,-0.3342781,8224.617,57.13385,3.2097015
1801320.0,225.0,4090338.0,4382503.5,218.74464,3.9532184e-05,0.009473801,11445.746,15.9655,-1.3754425
1810752.0,175.0,3116448.0,4609744.5,214.08934,3.3181837e-05,0.10820484,13392.543,4.2301025,5.358612
1792848.0,350.0,4187727.0,4382503.5,241.61115,0.000232,0.18399811,8414.871,1.2950287,0.98672485
1798296.0,850.0,4382505.0,5323930.0,278.15277,0.00193,0.04067993,1505.3379,4.0010986,-1.0418549
1917408.0,300.0,4512357.0,4544818.5,236.94713,0.000142,-0.16503906,9620.336,12.49617,-13.823105
1949880.0,725.0,3506004.0,5583634.0,293.3709,0.0047299997,-0.31507874,2890.521,7.25441,1.1567993
1907640.0,925.0,4512357.0,5129152.0,294.40015,0.006933983,-0.04430294,741.7749,4.675049,0.39073277
1943472.0,400.0,3473541.0,5843338.0,251.83467,0.000736,-0.0791111,7533.7305,13.1371155,9.593826
1820760.0,700.0,4285116.0,4869448.5,270.67987,0.002913,-0.16839886,3071.9307,8.567276,0.61756897
1847664.0,850.0,3895560.0,5518708.0,285.98148,0.004822907,0.004057884,1588.9785,-4.324539,-4.539871
1794480.0,600.0,3538467.0,4317577.5,269.88898,0.002175,-0.875782,4298.2656,12.983597,12.32901
1958448.0,225.0,4382505.0,4479892.5,216.5587,3.68e-05,0.03989029,11265.844,16.90857,8.628021
1951632.0,825.0,3278763.0,6232894.0,292.406,0.008201183,-0.022644043,1818.512,-3.2856445,-0.16169739
1819872.0,900.0,4317579.0,5161615.0,296.28442,0.005722538,-0.020824432,1013.937,0.8437805,3.4625702
1898712.0,350.0,3441078.0,4966837.0,246.01892,0.000261,0.043790817,8537.52,25.764114,11.907288
1910832.0,600.0,3181374.0,5064226.0,266.1591,0.001136,0.3879614,4347.302,8.546478,-9.521347
1845336.0,900.0,4122801.0,4512355.5,299.22217,0.003791418,0.043304443,1023.3716,-3.476822,-2.8245697
1802112.0,650.0,3992949.0,4869448.5,279.20288,0.0058538835,-0.4391966,3774.932,5.1320953,3.8654022
1803096.0,225.0,4025412.0,4317577.5,215.73311,3.74e-05,0.0236063,11214.289,-7.281189,-22.67868
1784568.0,800.0,2824281.0,4674670.5,288.24048,0.00833,-0.25837898,2069.3633,3.3240967,-0.035765648
1803216.0,875.0,3798171.0,5129152.0,296.53687,0.0031670646,0.015236855,1194.467,4.486908,5.805069
1856400.0,850.0,3376152.0,4285114.5,287.2763,0.00372,0.40957928,1531.1213,0.86735535,-8.083939
1953240.0,800.0,4479894.0,4544818.5,272.5075,0.00408,-0.4457407,1993.9153,5.836258,4.6761475
1819848.0,350.0,3992949.0,4999300.0,241.11943,0.00018183992,-0.011390686,8437.793,19.188416,9.721924
1866096.0,925.0,2791818.0,5356393.0,291.11188,0.008507563,-0.060702324,811.80786,4.469162,4.110977
1847136.0,825.0,3992949.0,6232894.0,293.52124,0.006064104,0.10024071,1673.5732,10.885437,-4.4608917
1791672.0,750.0,3376152.0,4869448.5,284.20374,0.00121,-0.07060146,2463.3564,6.6978455,3.3477173
1907904.0,125.0,3863097.0,4317577.5,209.04718,1.7659111e-05,0.013328254,15375.824,7.053116,5.6148834
1905984.0,925.0,4252653.0,4707133.5,302.19165,0.007487747,0.058714867,696.6135,0.7675171,-0.025054932
1910376.0,850.0,2824281.0,4707133.5,281.2751,0.0011109185,0.2041502,1595.3713,-7.461563,-5.305008
1776624.0,125.0,4252653.0,4869448.5,215.46935,2.2816406e-05,-0.05723667,15059.543,19.370361,20.937866
1830264.0,825.0,4155264.0,4512355.5,284.7367,0.00625,0.08558369,1762.8557,3.5329895,1.3758698
1810752.0,700.0,3733245.0,5843338.0,289.24365,0.005825977,-0.25098228,3182.4343,1.6014099,-3.2069702
1789656.0,700.0,2889207.0,6330283.0,267.81952,0.00056,-0.23464489,2963.2393,21.323914,5.5893097
1785672.0,900.0,4350042.0,4901911.5,282.52246,0.004608826,-0.01975441,970.80566,3.706726,3.3069153
1905984.0,500.0,3441078.0,5616097.0,263.15533,0.001922,-0.14412308,5881.1055,8.416504,-2.5696259
1869816.0,1000.0,4447431.0,5778412.0,274.29816,0.0023548307,-0.032431006,240.06291,5.178177,-3.0129852
1891488.0,550.0,3635856.0,4414966.5,271.091,0.001427,0.22180176,5153.668,6.461151,-3.5716553
1941168.0,350.0,4220190.0,4836985.5,243.98419,0.000490025,-0.0068006516,8396.023,31.357056,11.054779
1922112.0,650.0,3928023.0,4414966.5,263.55646,0.002187,-0.09968662,3698.468,11.048477,-15.442001
1786896.0,850.0,4382505.0,4447429.5,275.23898,0.00178,0.3857689,1496.5286,-5.1419067,6.707611
1880448.0,925.0,4025412.0,4512355.5,302.5874,0.0069756694,-0.07886505,760.44165,3.2190094,-3.771225
1801536.0,225.0,3863097.0,4901911.5,224.67285,5.15e-05,-0.047855377,11589.059,13.302612,15.939331
1810704.0,550.0,2726892.0,4642207.5,273.236,0.0032100654,0.016936302,5184.2383,-0.371109,0.8869629
1803768.0,875.0,4512357.0,6038116.0,278.04086,0.0059447843,-0.12786579,1252.9812,-6.44783,-5.502411
1786056.0,550.0,3635856.0,4414966.5,263.05457,0.002273,0.21908379,5029.5195,-1.7286682,-2.454605
1811016.0,125.0,4025412.0,4999300.0,214.18062,1.2651803e-05,-0.07555348,15292.824,13.362595,15.8647
1801512.0,975.0,4544820.0,4674670.5,294.3103,0.0077159237,0.03074646,306.3327,-1.3199463,4.984931
1897176.0,175.0,4187727.0,4447429.5,211.07826,1.8400002e-05,0.057442665,13107.074,-1.9612427,-11.0815735
1811064.0,700.0,4025412.0,6005653.0,285.51312,0.00475,0.07485008,3178.544,2.7974854,1.2952423
1873704.0,175.0,3538467.0,4285114.5,211.19334,1.8180304e-05,0.04204178,13011.316,31.893784,13.584595
1846200.0,825.0,4609746.0,4350040.5,286.97412,0.0043558376,0.011169434,1755.707,1.2017975,-8.328384
1783992.0,900.0,2954133.0,6070579.0,302.75415,0.012892772,0.120513916,988.2903,1.7704468,12.272354
1804608.0,225.0,3473541.0,5129152.0,216.99667,4.26e-05,0.016822815,11218.988,37.198364,-28.329132
1834704.0,900.0,4414968.0,4836985.5,291.47797,0.0031906506,-0.12825012,1057.573,5.0174255,2.5292053
1825872.0,850.0,4414968.0,6103042.0,277.84286,0.00212,0.19694805,1459.4209,7.5132904,2.5264893
1846872.0,875.0,4285116.0,4707133.5,283.94946,0.0051668203,-0.09144306,1222.6948,6.318466,5.1418457
1856880.0,250.0,4350042.0,4804522.5,220.47221,1.2600001e-05,0.008161545,10249.453,33.944412,1.0505829
1918104.0,850.0,4122801.0,4804522.5,285.24988,0.0042526005,-0.0664978,1523.3528,-0.8204651,6.0625305
1806528.0,175.0,2921670.0,5226541.0,218.35269,1.3660001e-05,-0.0071734786,12866.145,33.738434,-18.424957
1802640.0,975.0,4122801.0,4350040.5,293.5747,0.00653888,-0.07936096,352.5047,0.3290558,-2.8338623
1932048.0,875.0,3668319.0,5161615.0,301.07715,0.0061899996,-0.13543224,1260.9783,1.4550934,-1.1604767
1959552.0,225.0,2694429.0,4707133.5,227.4293,7.238095e-05,0.0909214,11793.34,1.8375549,16.09401
1784904.0,350.0,4025412.0,5291467.0,248.85393,0.000120000004,-0.07234001,8651.801,-10.70755,3.531311
1951992.0,275.0,3928023.0,5778412.0,234.17674,0.00013700001,-0.119535446,10372.16,8.490036,-5.181885
1803432.0,125.0,4220190.0,4804522.5,207.20708,1.1960001e-05,-0.041768134,15048.125,13.6311035,2.6590118
1934952.0,275.0,4252653.0,4934374.5,228.91997,8.036907e-05,0.05971241,9907.215,48.292587,-29.054153
1948536.0,275.0,2856744.0,5161615.0,230.16017,0.00018450001,0.09699535,10064.395,45.589798,15.578537
1947552.0,350.0,3376152.0,4966837.0,229.0167,9.8e-05,0.14261913,7898.367,-10.512253,-0.8964691
1820112.0,275.0,4025412.0,4934374.5,233.32536,0.00011679439,-0.015464783,10192.23,35.67537,4.0762634
1803792.0,225.0,4252653.0,4739596.5,219.6374,5.06e-05,0.0017194748,11326.84,23.88292,13.04895
1895688.0,725.0,3635856.0,6005653.0,279.32385,0.00355,-0.25467587,2847.1392,5.2070465,6.5046387
1777080.0,775.0,4512357.0,4674670.5,282.66272,0.00407,-0.10481548,2290.7932,5.9633026,-0.0012664795
1784808.0,875.0,4122801.0,5031763.0,299.8672,0.0064127715,0.14675331,1251.9106,4.4015045,2.1157532
1864704.0,450.0,4187727.0,4479892.5,255.03036,0.0004089142,-0.3089943,6628.7344,0.62280273,12.336243
1819656.0,250.0,4155264.0,5778412.0,230.65012,0.00021752797,-0.05199814,10943.0625,33.640213,-1.0870361
1925544.0,400.0,4155264.0,4966837.0,252.92021,0.000226,-0.06611824,7580.5664,22.359818,6.6394043
1929192.0,725.0,2824281.0,6297820.0,269.4439,0.0018,-0.02415371,2745.6758,5.429611,0.4641266
1775064.0,550.0,2759355.0,5161615.0,272.22083,0.003209,0.013297081,5215.883,-5.5749054,2.6861267
1827264.0,100.0,2759355.0,5259004.0,200.65912,7.960001e-06,0.014031053,16663.395,-3.4892483,3.742981
1884816.0,725.0,2824281.0,5323930.0,280.0835,0.00312,0.024209976,2888.2664,1.5600281,5.3065643
1802640.0,175.0,4155264.0,5031763.0,217.20454,5.048192e-05,0.017778397,12981.785,31.648071,0.48275757
1907712.0,975.0,3863097.0,4350040.5,305.3147,0.005207244,0.029646218,340.4029,2.5938416,-3.8776398
1890144.0,825.0,4122801.0,4966837.0,288.61548,0.005068981,-0.0449152,1796.2708,2.0865326,-3.0491486
1863480.0,450.0,4317579.0,5161615.0,258.2074,0.000414,-0.012845993,6659.828,13.935074,1.0599213
1961160.0,650.0,4122801.0,6103042.0,268.32117,0.003666,0.058389664,3618.0005,2.2193604,-5.131607
1960920.0,350.0,3863097.0,4187725.5,242.90874,0.00019,0.27445793,8504.148,-0.9554901,-12.342133
1952592.0,900.0,4285116.0,4901911.5,292.69092,0.0070685036,0.023093224,1031.9651,-1.9449768,-1.8753662
1829016.0,725.0,4155264.0,4447429.5,278.49634,0.00077,0.34744167,2822.2307,7.840332,-0.10934448
1820208.0,925.0,4220190.0,5129152.0,300.09766,0.0076599047,-0.056613922,694.4199,7.363678,4.341507
1839312.0,975.0,4187727.0,5940727.0,278.08435,0.0041352427,0.010789871,315.02966,3.9932861,-6.4582214
1775568.0,875.0,3960486.0,4350040.5,296.12012,0.0092702545,-0.026053429,1260.3618,3.630539,-2.2530212
1784928.0,750.0,4220190.0,4999300.0,282.479,0.005168222,-0.3893547,2596.6982,6.8471327,-3.8110352
1917672.0,250.0,4187727.0,4901911.5,223.75175,8.77469e-05,0.10717678,10517.328,8.3797,-60.23825
1837272.0,850.0,3538467.0,5129152.0,305.15674,0.00423,0.04342556,1500.2656,3.692215,7.412491
1821768.0,650.0,3603393.0,5226541.0,273.35754,0.002439,-0.12392998,3759.4937,8.14595,9.842224
1873512.0,600.0,2889207.0,5713486.0,277.19867,8.2e-05,0.32484627,4386.783,9.30368,-14.348465
1862928.0,350.0,3830634.0,4999300.0,244.81412,0.000114,-0.061382294,8630.035,7.433014,9.071213
1958904.0,875.0,2726892.0,4642207.5,290.29688,0.0014899999,-0.11411953,1266.4885,3.0416412,1.2887878
1872720.0,850.0,3246300.0,4382503.5,294.89624,0.0045078876,0.14603996,1500.937,-0.3875122,4.666153
